"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neurotocism","agreeableness","conscientiousness","openness"
18,"Male","BR",2,2,2,3,4,2,3,3,1,3,4,4,4,4,2,"2, 2, 2","3, 4, 2","3 3 1","3 4 4","4 4 2"
20,"Male","BR",3,5,5,4,4,3,4,3,4,3,3,5,5,4,5,"3, 5, 5","4, 4, 3","4 3 4","3 3 5","5 4 5"
19,"Female","IT",1,1,1,4,4,1,2,3,2,3,3,5,5,4,3,"1, 1, 1","4, 4, 1","2 3 2","3 3 5","5 4 3"
31,"Male","US",4,5,4,1,2,1,4,3,4,5,4,3,3,5,4,"4, 5, 4","1, 2, 1","4 3 4","5 4 3","3 5 4"
19,"Female","US",5,5,5,3,5,2,5,5,4,4,5,4,5,5,5,"5, 5, 5","3, 5, 2","5 5 4","4 5 4","5 5 5"
16,"Female","GB",2,2,1,4,4,4,4,3,3,2,4,2,5,2,4,"2, 2, 1","4, 4, 4","4 3 3","2 4 2","5 2 4"
23,"Male","AE",5,3,5,5,5,5,3,5,5,3,5,5,5,3,3,"5, 3, 5","5, 5, 5","3 5 5","3 5 5","5 3 3"
22,"Female","US",1,2,2,4,5,2,3,3,3,4,5,4,4,3,3,"1, 2, 2","4, 5, 2","3 3 3","4 5 4","4 3 3"
16,"Male","GB",2,2,2,4,4,4,2,5,5,3,2,2,5,3,2,"2, 2, 2","4, 4, 4","2 5 5","3 2 2","5 3 2"
23,"Male","IN",4,4,4,3,4,3,3,4,4,3,5,2,5,4,5,"4, 4, 4","3, 4, 3","3 4 4","3 5 2","5 4 5"
17,"Male","GB",1,2,3,4,5,1,3,2,1,3,4,2,5,5,5,"1, 2, 3","4, 5, 1","3 2 1","3 4 2","5 5 5"
28,"Female","CA",4,4,4,2,3,1,4,1,4,3,4,3,4,4,5,"4, 4, 4","2, 3, 1","4 1 4","3 4 3","4 4 5"
20,"Female","DK",2,3,3,2,4,2,4,4,2,4,4,3,5,5,5,"2, 3, 3","2, 4, 2","4 4 2","4 4 3","5 5 5"
20,"Female","NO",2,2,3,4,3,5,4,2,2,3,1,2,5,5,5,"2, 2, 3","4, 3, 5","4 2 2","3 1 2","5 5 5"
18,"Male","US",3,3,4,1,4,2,3,2,4,5,5,5,4,4,3,"3, 3, 4","1, 4, 2","3 2 4","5 5 5","4 4 3"
21,"Female","US",3,2,2,5,5,3,3,5,2,3,5,5,5,5,5,"3, 2, 2","5, 5, 3","3 5 2","3 5 5","5 5 5"
20,"Male","US",4,4,4,3,4,2,4,4,3,4,5,3,4,5,3,"4, 4, 4","3, 4, 2","4 4 3","4 5 3","4 5 3"
17,"Female","US",3,4,5,4,5,2,5,5,4,4,3,5,2,4,3,"3, 4, 5","4, 5, 2","5 5 4","4 3 5","2 4 3"
20,"Male","IE",4,4,5,4,4,2,4,2,4,1,2,2,5,2,5,"4, 4, 5","4, 4, 2","4 2 4","1 2 2","5 2 5"
43,"Male","US",1,4,5,1,2,1,4,3,2,1,2,1,5,5,5,"1, 4, 5","1, 2, 1","4 3 2","1 2 1","5 5 5"
16,"Male","CA",1,1,1,5,5,2,2,5,3,3,1,5,1,5,1,"1, 1, 1","5, 5, 2","2 5 3","3 1 5","1 5 1"
45,"Male","US",3,4,5,4,1,2,4,4,3,2,5,3,4,3,5,"3, 4, 5","4, 1, 2","4 4 3","2 5 3","4 3 5"
27,"Female","US",3,5,4,4,3,3,4,5,5,3,4,2,2,4,4,"3, 5, 4","4, 3, 3","4 5 5","3 4 2","2 4 4"
22,"Female","US",2,3,3,3,2,3,3,5,5,3,1,5,5,3,5,"2, 3, 3","3, 2, 3","3 5 5","3 1 5","5 3 5"
58,"Female","US",1,2,2,3,4,1,5,4,3,5,5,4,3,5,4,"1, 2, 2","3, 4, 1","5 4 3","5 5 4","3 5 4"
13,"Female","US",2,5,3,3,4,1,5,5,3,4,4,3,5,3,5,"2, 5, 3","3, 4, 1","5 5 3","4 4 3","5 3 5"
32,"Female","US",2,3,2,5,4,4,4,4,2,2,2,2,4,5,4,"2, 3, 2","5, 4, 4","4 4 2","2 2 2","4 5 4"
25,"Female","PT",3,4,4,4,4,2,5,4,4,3,3,3,4,4,4,"3, 4, 4","4, 4, 2","5 4 4","3 3 3","4 4 4"
32,"Female","US",2,5,5,1,3,3,5,5,4,2,5,1,5,5,4,"2, 5, 5","1, 3, 3","5 5 4","2 5 1","5 5 4"
15,"Female","US",4,4,5,3,3,2,3,4,4,3,3,3,3,4,3,"4, 4, 5","3, 3, 2","3 4 4","3 3 3","3 4 3"
17,"Female","US",1,2,1,2,5,2,5,4,2,2,3,3,5,4,5,"1, 2, 1","2, 5, 2","5 4 2","2 3 3","5 4 5"
29,"Female","US",5,3,3,2,3,2,4,3,3,4,5,5,4,3,5,"5, 3, 3","2, 3, 2","4 3 3","4 5 5","4 3 5"
23,"Male","US",3,2,1,2,5,4,5,5,5,2,4,2,5,5,3,"3, 2, 1","2, 5, 4","5 5 5","2 4 2","5 5 3"
20,"Female","SE",4,3,4,4,4,4,3,3,4,3,4,3,5,4,5,"4, 3, 4","4, 4, 4","3 3 4","3 4 3","5 4 5"
17,"Female","US",4,4,5,4,4,3,5,4,3,5,3,5,2,4,4,"4, 4, 5","4, 4, 3","5 4 3","5 3 5","2 4 4"
20,"Female","US",1,2,2,4,5,2,5,5,3,4,2,4,3,3,2,"1, 2, 2","4, 5, 2","5 5 3","4 2 4","3 3 2"
60,"Female","US",1,5,5,2,4,3,3,3,5,4,5,4,3,3,3,"1, 5, 5","2, 4, 3","3 3 5","4 5 4","3 3 3"
17,"Female","US",3,2,2,4,5,2,5,4,4,4,4,4,5,4,4,"3, 2, 2","4, 5, 2","5 4 4","4 4 4","5 4 4"
33,"Female","US",3,4,5,3,3,4,4,3,3,3,4,2,2,4,5,"3, 4, 5","3, 3, 4","4 3 3","3 4 2","2 4 5"
17,"Female","US",3,5,5,5,5,3,4,5,4,5,5,3,5,5,5,"3, 5, 5","5, 5, 3","4 5 4","5 5 3","5 5 5"
16,"Female","US",3,4,5,5,5,4,4,4,3,2,3,4,5,4,5,"3, 4, 5","5, 5, 4","4 4 3","2 3 4","5 4 5"
18,"Male","US",2,3,2,4,4,4,4,4,3,3,2,2,5,3,4,"2, 3, 2","4, 4, 4","4 4 3","3 2 2","5 3 4"
21,"Male","US",1,5,1,4,3,4,5,5,3,2,1,1,5,5,5,"1, 5, 1","4, 3, 4","5 5 3","2 1 1","5 5 5"
22,"Male","BR",2,3,4,4,4,4,4,4,3,3,4,3,4,4,4,"2, 3, 4","4, 4, 4","4 4 3","3 4 3","4 4 4"
18,"Male","US",3,5,3,3,5,4,5,5,5,4,5,5,5,4,4,"3, 5, 3","3, 5, 4","5 5 5","4 5 5","5 4 4"
39,"Female","US",1,4,5,2,4,1,4,4,4,3,5,4,4,4,4,"1, 4, 5","2, 4, 1","4 4 4","3 5 4","4 4 4"
14,"Female","AU",3,3,5,5,5,2,5,5,5,4,3,1,3,4,5,"3, 3, 5","5, 5, 2","5 5 5","4 3 1","3 4 5"
16,"Female","US",5,4,5,4,4,3,5,5,5,1,5,2,5,4,5,"5, 4, 5","4, 4, 3","5 5 5","1 5 2","5 4 5"
39,"Female","US",2,2,3,5,5,5,5,5,4,4,3,4,5,4,5,"2, 2, 3","5, 5, 5","5 5 4","4 3 4","5 4 5"
40,"Female","US",2,4,4,2,4,2,5,5,4,3,4,4,2,4,4,"2, 4, 4","2, 4, 2","5 5 4","3 4 4","2 4 4"
23,"Female","US",1,3,4,2,1,1,2,4,5,4,4,5,5,4,4,"1, 3, 4","2, 1, 1","2 4 5","4 4 5","5 4 4"
51,"Female","US",1,1,1,5,5,5,2,1,1,5,5,5,2,4,3,"1, 1, 1","5, 5, 5","2 1 1","5 5 5","2 4 3"
36,"Male","US",2,3,3,3,4,3,3,5,4,4,5,4,5,4,5,"2, 3, 3","3, 4, 3","3 5 4","4 5 4","5 4 5"
26,"Other","US",3,5,5,1,2,1,5,5,5,5,4,2,4,5,5,"3, 5, 5","1, 2, 1","5 5 5","5 4 2","4 5 5"
15,"Male","US",1,4,1,3,4,3,3,3,3,2,3,2,5,2,4,"1, 4, 1","3, 4, 3","3 3 3","2 3 2","5 2 4"
17,"Male","US",3,5,5,4,5,1,4,5,3,3,5,1,4,4,4,"3, 5, 5","4, 5, 1","4 5 3","3 5 1","4 4 4"
18,"Female","US",1,1,2,4,5,4,3,2,1,5,4,5,3,4,3,"1, 1, 2","4, 5, 4","3 2 1","5 4 5","3 4 3"
34,"Female","NZ",1,1,1,5,5,5,5,5,5,1,5,5,5,3,4,"1, 1, 1","5, 5, 5","5 5 5","1 5 5","5 3 4"
25,"Female","US",2,5,5,2,4,1,4,3,3,4,4,4,2,4,3,"2, 5, 5","2, 4, 1","4 3 3","4 4 4","2 4 3"
16,"Female","US",3,4,4,4,4,4,4,3,4,4,5,2,5,3,4,"3, 4, 4","4, 4, 4","4 3 4","4 5 2","5 3 4"
34,"Female","MX",4,5,5,2,2,2,5,5,5,3,5,3,5,5,5,"4, 5, 5","2, 2, 2","5 5 5","3 5 3","5 5 5"
19,"Female","US",2,5,4,3,4,2,5,5,2,4,5,4,2,4,4,"2, 5, 4","3, 4, 2","5 5 2","4 5 4","2 4 4"
44,"Female","US",2,2,2,5,5,4,4,4,3,3,5,4,5,4,5,"2, 2, 2","5, 5, 4","4 4 3","3 5 4","5 4 5"
24,"Female","CA",1,1,1,3,5,4,3,5,5,3,5,4,5,4,5,"1, 1, 1","3, 5, 4","3 5 5","3 5 4","5 4 5"
23,"Male","IN",4,5,5,1,4,1,2,3,3,4,4,5,4,4,2,"4, 5, 5","1, 4, 1","2 3 3","4 4 5","4 4 2"
26,"Male","US",4,4,4,3,3,3,4,5,5,3,5,3,4,4,5,"4, 4, 4","3, 3, 3","4 5 5","3 5 3","4 4 5"
26,"Female","US",4,5,5,1,4,2,5,5,4,4,5,5,5,4,5,"4, 5, 5","1, 4, 2","5 5 4","4 5 5","5 4 5"
19,"Female","CA",3,4,4,3,4,3,5,4,4,3,4,2,4,4,4,"3, 4, 4","3, 4, 3","5 4 4","3 4 2","4 4 4"
34,"Female","US",2,2,5,4,3,2,4,3,4,3,5,1,5,5,5,"2, 2, 5","4, 3, 2","4 3 4","3 5 1","5 5 5"
63,"Female","US",2,5,4,2,5,3,5,5,4,4,5,1,5,5,4,"2, 5, 4","2, 5, 3","5 5 4","4 5 1","5 5 4"
19,"Female","US",2,4,5,5,5,5,5,4,4,1,5,3,5,5,5,"2, 4, 5","5, 5, 5","5 4 4","1 5 3","5 5 5"
19,"Female","US",5,5,4,3,4,3,5,4,4,4,5,4,5,5,4,"5, 5, 4","3, 4, 3","5 4 4","4 5 4","5 5 4"
19,"Female","US",1,1,1,2,2,2,1,2,3,5,5,5,5,5,5,"1, 1, 1","2, 2, 2","1 2 3","5 5 5","5 5 5"
23,"Male","IN",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"5, 5, 5","5, 5, 5","5 5 5","5 5 5","5 5 5"
19,"Male","US",2,3,4,4,4,2,3,2,3,5,5,3,3,4,4,"2, 3, 4","4, 4, 2","3 2 3","5 5 3","3 4 4"
16,"Male","US",1,1,3,4,5,2,2,4,5,3,4,5,4,4,4,"1, 1, 3","4, 5, 2","2 4 5","3 4 5","4 4 4"
21,"Female","US",1,2,1,4,4,3,3,3,3,4,4,4,4,4,5,"1, 2, 1","4, 4, 3","3 3 3","4 4 4","4 4 5"
16,"Female","MX",4,4,3,3,4,2,4,3,3,4,4,3,5,4,5,"4, 4, 3","3, 4, 2","4 3 3","4 4 3","5 4 5"
22,"Male","IN",2,4,4,4,4,3,5,5,2,3,5,2,4,3,2,"2, 4, 4","4, 4, 3","5 5 2","3 5 2","4 3 2"
19,"Female","AU",4,3,3,2,2,2,2,5,3,2,4,2,5,5,5,"4, 3, 3","2, 2, 2","2 5 3","2 4 2","5 5 5"
19,"Male","PH",1,3,1,1,4,3,3,4,3,2,4,4,5,5,4,"1, 3, 1","1, 4, 3","3 4 3","2 4 4","5 5 4"
22,"Female","SG",3,4,3,5,5,5,4,5,3,3,5,4,4,4,3,"3, 4, 3","5, 5, 5","4 5 3","3 5 4","4 4 3"
37,"Male","IN",1,4,4,3,5,5,5,5,5,3,5,4,2,4,4,"1, 4, 4","3, 5, 5","5 5 5","3 5 4","2 4 4"
24,"Female","US",1,1,2,4,5,5,5,5,1,4,4,1,5,4,5,"1, 1, 2","4, 5, 5","5 5 1","4 4 1","5 4 5"
18,"Female","US",4,4,4,5,5,4,5,5,4,2,4,3,5,4,5,"4, 4, 4","5, 5, 4","5 5 4","2 4 3","5 4 5"
15,"Female","SG",2,2,1,4,4,5,5,5,4,2,1,1,4,3,3,"2, 2, 1","4, 4, 5","5 5 4","2 1 1","4 3 3"
27,"Female","US",3,4,4,1,5,1,4,5,4,3,5,2,4,3,4,"3, 4, 4","1, 5, 1","4 5 4","3 5 2","4 3 4"
60,"Male","IN",4,4,4,1,3,2,4,4,4,5,4,4,5,5,4,"4, 4, 4","1, 3, 2","4 4 4","5 4 4","5 5 4"
19,"Female","US",2,3,4,3,4,2,5,5,5,3,4,4,4,5,4,"2, 3, 4","3, 4, 2","5 5 5","3 4 4","4 5 4"
34,"Male","PH",4,5,5,4,5,5,5,5,2,2,2,2,3,5,5,"4, 5, 5","4, 5, 5","5 5 2","2 2 2","3 5 5"
19,"Female","US",1,5,3,4,5,3,4,3,3,4,5,1,3,5,4,"1, 5, 3","4, 5, 3","4 3 3","4 5 1","3 5 4"
28,"Male","IN",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"1, 5, 5","5, 5, 5","5 5 5","5 5 5","5 5 5"
23,"Female","JO",2,3,4,4,4,3,2,2,4,2,5,3,2,4,3,"2, 3, 4","4, 4, 3","2 2 4","2 5 3","2 4 3"
31,"Female","US",2,2,3,5,5,5,3,3,3,4,2,3,4,5,5,"2, 2, 3","5, 5, 5","3 3 3","4 2 3","4 5 5"
31,"Female","US",1,2,3,5,5,5,3,3,3,4,2,3,4,5,5,"1, 2, 3","5, 5, 5","3 3 3","4 2 3","4 5 5"
35,"Female","US",3,5,5,4,4,4,4,5,4,2,3,1,5,4,4,"3, 5, 5","4, 4, 4","4 5 4","2 3 1","5 4 4"
14,"Female","NZ",1,1,2,5,5,5,2,5,3,3,4,3,5,3,4,"1, 1, 2","5, 5, 5","2 5 3","3 4 3","5 3 4"
31,"Female","US",1,2,2,5,5,5,3,3,3,4,3,3,5,5,5,"1, 2, 2","5, 5, 5","3 3 3","4 3 3","5 5 5"
24,"Male","MY",2,2,2,5,5,2,4,5,5,4,5,4,4,5,5,"2, 2, 2","5, 5, 2","4 5 5","4 5 4","4 5 5"
20,"Female","AU",2,4,5,3,4,3,4,4,4,4,4,4,3,4,3,"2, 4, 5","3, 4, 3","4 4 4","4 4 4","3 4 3"
42,"Female","RS",4,5,5,2,4,3,5,5,5,4,5,5,5,5,4,"4, 5, 5","2, 4, 3","5 5 5","4 5 5","5 5 4"
42,"Female","ZA",1,1,1,5,5,5,2,3,2,1,4,2,4,4,5,"1, 1, 1","5, 5, 5","2 3 2","1 4 2","4 4 5"
17,"Female","EE",3,5,4,3,3,3,5,5,4,4,4,2,5,5,5,"3, 5, 4","3, 3, 3","5 5 4","4 4 2","5 5 5"
29,"Male","IN",3,3,4,4,3,4,3,5,4,2,2,4,3,3,4,"3, 3, 4","4, 3, 4","3 5 4","2 2 4","3 3 4"
26,"Female","US",5,4,5,5,5,4,3,3,4,4,5,3,5,4,5,"5, 4, 5","5, 5, 4","3 3 4","4 5 3","5 4 5"
23,"Male","US",1,3,1,2,3,1,3,4,3,3,4,1,5,5,5,"1, 3, 1","2, 3, 1","3 4 3","3 4 1","5 5 5"
26,"Female","US",3,4,3,3,5,1,5,5,4,4,5,5,5,4,5,"3, 4, 3","3, 5, 1","5 5 4","4 5 5","5 4 5"
20,"Female","AU",4,5,5,3,4,1,5,5,4,1,5,5,3,4,4,"4, 5, 5","3, 4, 1","5 5 4","1 5 5","3 4 4"
37,"Male","US",1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,"1, 1, 1","1, 1, 5","5 5 5","5 5 1","5 5 5"
14,"Female","GB",1,1,3,5,5,5,5,5,5,1,4,2,5,1,4,"1, 1, 3","5, 5, 5","5 5 5","1 4 2","5 1 4"
20,"Female","US",3,4,4,4,4,3,4,5,5,4,5,4,5,5,4,"3, 4, 4","4, 4, 3","4 5 5","4 5 4","5 5 4"
18,"Female","SE",3,1,3,3,3,2,4,5,3,4,4,3,3,5,4,"3, 1, 3","3, 3, 2","4 5 3","4 4 3","3 5 4"
23,"Male","US",3,1,5,1,4,1,4,4,4,4,5,1,5,5,5,"3, 1, 5","1, 4, 1","4 4 4","4 5 1","5 5 5"
41,"Female","IN",5,5,5,2,2,4,5,5,5,4,3,1,3,5,3,"5, 5, 5","2, 2, 4","5 5 5","4 3 1","3 5 3"
26,"Male","JP",2,2,2,1,1,1,5,5,3,2,3,3,4,4,4,"2, 2, 2","1, 1, 1","5 5 3","2 3 3","4 4 4"
18,"Female","MU",3,2,5,4,4,2,2,5,4,4,5,5,5,5,5,"3, 2, 5","4, 4, 2","2 5 4","4 5 5","5 5 5"
41,"Female","IN",3,3,2,3,5,4,5,4,4,2,5,4,5,5,5,"3, 3, 2","3, 5, 4","5 4 4","2 5 4","5 5 5"
65,"Male","AU",3,4,5,1,5,1,5,5,4,3,5,1,5,5,5,"3, 4, 5","1, 5, 1","5 5 4","3 5 1","5 5 5"
25,"Female","FR",5,5,5,4,4,3,4,5,4,2,4,2,5,3,4,"5, 5, 5","4, 4, 3","4 5 4","2 4 2","5 3 4"
32,"Female","FR",1,5,4,4,4,3,4,3,4,4,4,5,4,5,3,"1, 5, 4","4, 4, 3","4 3 4","4 4 5","4 5 3"
22,"Male","IN",4,5,5,1,1,1,3,4,4,4,5,5,5,5,5,"4, 5, 5","1, 1, 1","3 4 4","4 5 5","5 5 5"
28,"Male","EE",1,3,1,3,3,1,1,1,3,5,5,4,5,5,1,"1, 3, 1","3, 3, 1","1 1 3","5 5 4","5 5 1"
34,"Female","NZ",2,3,2,3,4,4,3,4,2,3,5,3,3,4,3,"2, 3, 2","3, 4, 4","3 4 2","3 5 3","3 4 3"
19,"Male","IN",3,3,3,1,1,1,4,4,3,4,5,3,4,4,4,"3, 3, 3","1, 1, 1","4 4 3","4 5 3","4 4 4"
24,"Female","IN",1,3,5,1,5,5,1,5,5,1,5,1,5,5,5,"1, 3, 5","1, 5, 5","1 5 5","1 5 1","5 5 5"
34,"Male","IN",1,1,3,5,4,4,3,5,4,4,5,4,4,4,5,"1, 1, 3","5, 4, 4","3 5 4","4 5 4","4 4 5"
14,"Female","PH",2,2,2,2,2,5,5,5,4,4,4,2,4,5,5,"2, 2, 2","2, 2, 5","5 5 4","4 4 2","4 5 5"
28,"Male","PH",4,3,4,2,3,2,4,4,4,4,4,3,4,4,4,"4, 3, 4","2, 3, 2","4 4 4","4 4 3","4 4 4"
21,"Male","CZ",4,1,2,4,5,4,2,3,1,3,5,4,5,3,4,"4, 1, 2","4, 5, 4","2 3 1","3 5 4","5 3 4"
23,"Male","AU",5,5,5,2,3,1,5,4,4,3,4,1,5,5,5,"5, 5, 5","2, 3, 1","5 4 4","3 4 1","5 5 5"
30,"Male","IN",1,3,3,2,4,3,3,5,3,4,5,5,5,4,3,"1, 3, 3","2, 4, 3","3 5 3","4 5 5","5 4 3"
16,"Female","IN",1,4,5,5,5,5,5,5,5,2,5,3,5,5,5,"1, 4, 5","5, 5, 5","5 5 5","2 5 3","5 5 5"
30,"Male","IN",4,4,5,3,5,3,5,5,5,3,5,5,5,3,5,"4, 4, 5","3, 5, 3","5 5 5","3 5 5","5 3 5"
15,"Male","BD",1,2,2,1,3,2,1,3,3,2,3,2,4,3,3,"1, 2, 2","1, 3, 2","1 3 3","2 3 2","4 3 3"
31,"Female","JO",1,3,3,4,5,5,3,4,4,3,4,4,2,4,4,"1, 3, 3","4, 5, 5","3 4 4","3 4 4","2 4 4"
20,"Female","RO",4,3,4,3,4,4,2,2,2,3,3,3,5,5,5,"4, 3, 4","3, 4, 4","2 2 2","3 3 3","5 5 5"
25,"Female","HK",1,2,2,5,5,4,2,4,3,5,5,5,2,4,2,"1, 2, 2","5, 5, 4","2 4 3","5 5 5","2 4 2"
24,"Male","GB",4,5,4,1,1,1,4,4,4,2,4,2,4,5,4,"4, 5, 4","1, 1, 1","4 4 4","2 4 2","4 5 4"
39,"Female","US",4,4,4,2,2,1,3,3,3,4,4,5,5,5,4,"4, 4, 4","2, 2, 1","3 3 3","4 4 5","5 5 4"
32,"Male","HU",1,2,2,3,4,3,1,1,1,3,4,1,3,5,5,"1, 2, 2","3, 4, 3","1 1 1","3 4 1","3 5 5"
44,"Female","GB",3,3,2,3,2,3,4,5,2,4,2,3,4,3,4,"3, 3, 2","3, 2, 3","4 5 2","4 2 3","4 3 4"
32,"Male","EG",3,3,5,3,5,4,4,3,5,3,5,5,4,4,4,"3, 3, 5","3, 5, 4","4 3 5","3 5 5","4 4 4"
24,"Male","SE",1,2,1,3,5,3,3,5,2,3,1,3,3,3,2,"1, 2, 1","3, 5, 3","3 5 2","3 1 3","3 3 2"
60,"Female","MY",1,5,4,2,2,2,5,5,5,4,4,4,4,5,5,"1, 5, 4","2, 2, 2","5 5 5","4 4 4","4 5 5"
22,"Male","US",2,4,3,3,2,2,3,2,4,3,4,3,5,5,5,"2, 4, 3","3, 2, 2","3 2 4","3 4 3","5 5 5"
22,"Male","US",3,5,4,1,1,1,5,4,4,3,4,3,5,5,5,"3, 5, 4","1, 1, 1","5 4 4","3 4 3","5 5 5"
29,"Female","GB",5,5,5,4,2,2,4,3,4,1,4,1,5,5,4,"5, 5, 5","4, 2, 2","4 3 4","1 4 1","5 5 4"
42,"Female","US",3,3,5,3,5,3,5,5,5,1,3,3,1,3,1,"3, 3, 5","3, 5, 3","5 5 5","1 3 3","1 3 1"
15,"Female","IN",2,3,3,3,2,4,4,5,4,3,4,1,3,4,4,"2, 3, 3","3, 2, 4","4 5 4","3 4 1","3 4 4"
53,"Female","US",4,5,5,1,1,1,5,5,5,1,4,4,5,5,4,"4, 5, 5","1, 1, 1","5 5 5","1 4 4","5 5 4"
30,"Male","NL",3,4,4,5,4,4,3,4,3,4,4,3,1,4,3,"3, 4, 4","5, 4, 4","3 4 3","4 4 3","1 4 3"
17,"Male","MY",3,2,3,1,4,1,4,4,4,5,2,4,5,3,5,"3, 2, 3","1, 4, 1","4 4 4","5 2 4","5 3 5"
25,"Female","IT",1,4,4,3,4,2,4,4,4,3,4,5,3,3,3,"1, 4, 4","3, 4, 2","4 4 4","3 4 5","3 3 3"
26,"Female","IN",5,5,4,4,1,4,5,5,5,4,5,3,5,5,5,"5, 5, 4","4, 1, 4","5 5 5","4 5 3","5 5 5"
33,"Male","IN",4,5,5,5,5,5,5,5,5,4,5,3,4,4,4,"4, 5, 5","5, 5, 5","5 5 5","4 5 3","4 4 4"
18,"Female","VN",2,3,3,2,3,4,3,4,3,3,4,3,4,4,4,"2, 3, 3","2, 3, 4","3 4 3","3 4 3","4 4 4"
30,"Female","GB",2,4,2,2,4,4,5,5,4,3,3,4,5,5,4,"2, 4, 2","2, 4, 4","5 5 4","3 3 4","5 5 4"
22,"Male","IT",2,3,3,2,2,1,4,4,4,4,3,4,3,5,3,"2, 3, 3","2, 2, 1","4 4 4","4 3 4","3 5 3"
24,"Female","US",2,4,3,4,4,5,4,4,3,4,4,5,2,3,2,"2, 4, 3","4, 4, 5","4 4 3","4 4 5","2 3 2"
32,"Female","FR",3,3,4,4,4,3,4,4,4,2,4,2,3,3,4,"3, 3, 4","4, 4, 3","4 4 4","2 4 2","3 3 4"
26,"Female","DE",1,4,4,5,5,4,4,4,4,2,4,1,4,5,3,"1, 4, 4","5, 5, 4","4 4 4","2 4 1","4 5 3"
23,"Male","IN",1,2,2,1,4,5,2,3,3,1,4,2,5,4,3,"1, 2, 2","1, 4, 5","2 3 3","1 4 2","5 4 3"
27,"Male","DE",4,4,4,2,4,1,4,3,4,3,4,4,4,5,4,"4, 4, 4","2, 4, 1","4 3 4","3 4 4","4 5 4"
21,"Female","KR",3,3,4,3,3,2,5,2,4,4,4,5,1,5,2,"3, 3, 4","3, 3, 2","5 2 4","4 4 5","1 5 2"
25,"Female","IT",4,4,2,1,3,2,3,3,4,4,3,4,3,5,5,"4, 4, 2","1, 3, 2","3 3 4","4 3 4","3 5 5"
20,"Male","CA",3,4,3,1,2,2,4,2,3,1,2,1,3,4,3,"3, 4, 3","1, 2, 2","4 2 3","1 2 1","3 4 3"
25,"Male","IE",2,1,2,5,5,5,5,5,5,4,5,5,5,5,5,"2, 1, 2","5, 5, 5","5 5 5","4 5 5","5 5 5"
17,"Female","US",1,4,4,3,4,2,4,4,3,3,5,1,4,5,4,"1, 4, 4","3, 4, 2","4 4 3","3 5 1","4 5 4"
28,"Male","IT",5,5,4,2,4,3,4,4,4,3,4,3,4,4,4,"5, 5, 4","2, 4, 3","4 4 4","3 4 3","4 4 4"
30,"Female","US",1,2,1,2,4,3,5,2,4,3,5,2,5,5,5,"1, 2, 1","2, 4, 3","5 2 4","3 5 2","5 5 5"
37,"Female","GB",3,4,4,3,3,3,4,4,5,3,4,3,4,5,4,"3, 4, 4","3, 3, 3","4 4 5","3 4 3","4 5 4"
23,"Male","US",1,1,1,2,3,1,5,2,1,5,5,5,5,3,4,"1, 1, 1","2, 3, 1","5 2 1","5 5 5","5 3 4"
31,"Female","AU",1,2,3,4,4,4,2,3,2,4,4,4,5,4,5,"1, 2, 3","4, 4, 4","2 3 2","4 4 4","5 4 5"
34,"Female","SG",2,3,1,4,4,3,1,2,5,2,3,3,5,3,2,"2, 3, 1","4, 4, 3","1 2 5","2 3 3","5 3 2"
43,"Female","US",3,5,5,5,5,4,5,4,4,4,3,4,4,4,4,"3, 5, 5","5, 5, 4","5 4 4","4 3 4","4 4 4"
67,"Male","US",1,3,3,2,3,2,4,5,3,5,5,3,5,5,5,"1, 3, 3","2, 3, 2","4 5 3","5 5 3","5 5 5"
56,"Female","US",4,5,5,2,1,1,5,5,5,3,4,4,3,4,3,"4, 5, 5","2, 1, 1","5 5 5","3 4 4","3 4 3"
13,"Male","GB",4,4,3,3,2,2,4,2,2,3,4,4,3,4,3,"4, 4, 3","3, 2, 2","4 2 2","3 4 4","3 4 3"
22,"Male","GB",3,4,3,4,4,2,4,4,4,3,4,4,4,5,3,"3, 4, 3","4, 4, 2","4 4 4","3 4 4","4 5 3"
44,"Male","US",2,3,3,2,4,4,4,4,4,3,4,3,3,3,3,"2, 3, 3","2, 4, 4","4 4 4","3 4 3","3 3 3"
53,"Male","TH",1,4,2,1,4,2,3,4,3,5,5,5,1,4,4,"1, 4, 2","1, 4, 2","3 4 3","5 5 5","1 4 4"
27,"Male","AU",2,3,4,5,4,5,5,3,4,5,5,3,5,5,5,"2, 3, 4","5, 4, 5","5 3 4","5 5 3","5 5 5"
52,"Male","US",3,3,2,2,2,1,4,5,4,5,3,5,4,5,5,"3, 3, 2","2, 2, 1","4 5 4","5 3 5","4 5 5"
19,"Female","US",3,4,5,5,5,3,5,3,4,5,5,5,4,4,4,"3, 4, 5","5, 5, 3","5 3 4","5 5 5","4 4 4"
26,"Male","IN",5,5,4,3,5,4,5,5,5,4,2,3,5,4,5,"5, 5, 4","3, 5, 4","5 5 5","4 2 3","5 4 5"
30,"Male","IN",3,4,5,3,4,3,4,5,4,3,3,4,4,4,5,"3, 4, 5","3, 4, 3","4 5 4","3 3 4","4 4 5"
